day,hour,Condition,Temperature,Dew_Point,Humidity,Wind_Speed,Wind_Gust,Pressure,Precip,Precip_Accum
2018-01-01,12:51 AM,Fair,9,-4,56,9,21,30.2,0.0,0.0
2018-01-01,1:51 AM,Fair,9,-4,56,10,18,30.2,0.0,0.0
2018-01-01,2:51 AM,Fair,8,-4,58,10,20,30.2,0.0,0.0
2018-01-01,3:51 AM,Fair,8,-5,55,7,0,30.2,0.0,0.0
2018-01-01,4:51 AM,Fair,8,-5,55,9,21,30.2,0.0,0.0
2018-01-01,5:51 AM,Fair,7,-5,58,6,0,30.2,0.0,0.0
2018-01-01,6:51 AM,Fair,7,-5,58,8,0,30.2,0.0,0.0
2018-01-01,7:51 AM,Fair,7,-4,61,6,17,30.2,0.0,0.0
2018-01-01,8:51 AM,Fair,8,-3,61,6,0,30.2,0.0,0.0
2018-01-01,9:51 AM,Fair,11,-3,54,8,0,30.2,0.0,0.0
2018-01-01,10:51 AM,Fair,12,-4,49,9,20,30.2,0.0,0.0
2018-01-01,11:51 AM,Fair,14,-4,45,8,0,30.2,0.0,0.0
2018-01-01,12:51 PM,Fair,15,-5,41,10,21,30.2,0.0,0.0
2018-01-01,1:51 PM,Fair,17,-5,37,9,17,30.2,0.0,0.0
2018-01-01,2:51 PM,Fair,18,-5,36,3,20,30.2,0.0,0.0
2018-01-01,3:51 PM,Fair,18,-6,35,9,18,30.2,0.0,0.0
2018-01-01,4:51 PM,Fair,18,-5,36,7,0,30.2,0.0,0.0
2018-01-01,5:51 PM,Fair,18,-6,35,9,0,30.2,0.0,0.0
2018-01-01,6:51 PM,Fair,17,-4,39,3,0,30.2,0.0,0.0
2018-01-01,7:51 PM,Fair,17,-4,39,8,18,30.2,0.0,0.0
2018-01-01,8:51 PM,Fair,17,-2,43,5,0,30.2,0.0,0.0
2018-01-01,9:51 PM,Fair,17,0,47,10,20,30.2,0.0,0.0
2018-01-01,10:51 PM,Fair,16,2,54,12,23,30.2,0.0,0.0
2018-01-01,11:51 PM,Fair,15,3,59,3,0,30.2,0.0,0.0
2018-01-02,12:51 AM,Fair,15,2,56,10,0,30.2,0.0,0.0
2018-01-02,1:51 AM,Fair,15,1,54,15,22,30.2,0.0,0.0
2018-01-02,2:51 AM,Fair,14,1,56,13,22,30.2,0.0,0.0
2018-01-02,3:51 AM,Fair,14,1,56,12,20,30.2,0.0,0.0
2018-01-02,4:51 AM,Fair,13,1,59,5,0,30.2,0.0,0.0
2018-01-02,5:51 AM,Fair,13,1,59,7,0,30.2,0.0,0.0
2018-01-02,6:51 AM,Mostly Cloudy,13,1,59,8,0,30.3,0.0,0.0
2018-01-02,7:51 AM,Fair,13,2,62,5,20,30.3,0.0,0.0
2018-01-02,8:51 AM,Fair,14,2,59,0,0,30.3,0.0,0.0
2018-01-02,9:51 AM,Fair,16,3,57,7,0,30.3,0.0,0.0
2018-01-02,10:51 AM,Fair,18,4,54,8,0,30.3,0.0,0.0
2018-01-02,11:51 AM,Fair,21,5,50,8,23,30.2,0.0,0.0
2018-01-02,12:51 PM,Fair,23,6,48,8,0,30.2,0.0,0.0
2018-01-02,1:51 PM,Fair,25,6,45,6,18,30.2,0.0,0.0
2018-01-02,2:51 PM,Fair,26,6,43,5,0,30.2,0.0,0.0
2018-01-02,3:51 PM,Fair,25,7,46,8,0,30.2,0.0,0.0
2018-01-02,4:51 PM,Fair,24,7,48,9,0,30.2,0.0,0.0
2018-01-02,5:51 PM,Fair,24,6,46,5,22,30.2,0.0,0.0
2018-01-02,6:51 PM,Fair,23,6,48,9,21,30.2,0.0,0.0
2018-01-02,7:51 PM,Fair,22,5,48,9,17,30.2,0.0,0.0
2018-01-02,8:51 PM,Fair,20,5,52,8,28,30.2,0.0,0.0
2018-01-02,9:51 PM,Fair,19,4,52,6,0,30.2,0.0,0.0
2018-01-02,10:51 PM,Fair,19,3,50,7,0,30.2,0.0,0.0
2018-01-02,11:51 PM,Fair,19,2,47,9,20,30.2,0.0,0.0
2018-01-03,12:51 AM,Fair,19,3,50,5,0,30.2,0.0,0.0
2018-01-03,1:51 AM,Fair,19,2,47,5,16,30.2,0.0,0.0
2018-01-03,2:51 AM,Fair,17,2,52,7,0,30.2,0.0,0.0
2018-01-03,3:51 AM,Fair,17,2,52,0,0,30.2,0.0,0.0
2018-01-03,4:51 AM,Cloudy,17,1,50,5,0,30.2,0.0,0.0
2018-01-03,5:51 AM,Cloudy,17,0,47,0,0,30.2,0.0,0.0
2018-01-03,6:51 AM,Cloudy,17,0,47,3,0,30.2,0.0,0.0
2018-01-03,7:51 AM,Fair,17,-1,45,0,0,30.2,0.0,0.0
2018-01-03,8:51 AM,Fair,18,0,45,7,0,30.2,0.0,0.0
2018-01-03,9:51 AM,Fair,19,-1,42,3,0,30.2,0.0,0.0
2018-01-03,10:51 AM,Cloudy,22,1,40,5,0,30.2,0.0,0.0
2018-01-03,11:51 AM,Fair,25,2,37,0,0,30.1,0.0,0.0
2018-01-03,12:51 PM,Partly Cloudy,27,2,34,0,0,30.1,0.0,0.0
2018-01-03,1:51 PM,Fair,29,0,29,3,0,30.1,0.0,0.0
2018-01-03,2:51 PM,Partly Cloudy,29,2,32,0,0,30.0,0.0,0.0
2018-01-03,3:51 PM,Fair,29,2,32,0,0,30.0,0.0,0.0
2018-01-03,4:51 PM,Fair,28,5,38,6,0,30.1,0.0,0.0
2018-01-03,5:51 PM,Fair,27,7,43,0,0,30.0,0.0,0.0
2018-01-03,6:51 PM,Fair,27,4,37,5,0,30.0,0.0,0.0
2018-01-03,7:51 PM,Fair,28,2,33,0,0,30.0,0.0,0.0
2018-01-03,8:51 PM,Cloudy,29,11,47,7,0,30.0,0.0,0.0
2018-01-03,9:51 PM,Fair,28,12,51,5,0,29.9,0.0,0.0
2018-01-03,10:51 PM,Cloudy,29,12,49,5,0,29.9,0.0,0.0
2018-01-03,11:51 PM,Cloudy,29,11,47,5,0,29.9,0.0,0.0
2018-01-04,12:51 AM,Cloudy,28,6,39,7,0,29.8,0.0,0.0
2018-01-04,1:25 AM,Cloudy,28,11,49,7,0,29.8,0.0,0.0
2018-01-04,1:51 AM,Cloudy,28,12,51,8,0,29.7,0.0,0.0
2018-01-04,2:51 AM,Cloudy,28,7,41,7,18,29.7,0.0,0.0
2018-01-04,3:51 AM,Cloudy,28,8,43,10,17,29.6,0.0,0.0
2018-01-04,4:51 AM,Light Snow,27,9,47,12,22,29.5,0.0,0.0
2018-01-04,5:02 AM,Light Snow,26,13,58,14,24,29.5,0.0,0.0
2018-01-04,5:24 AM,Light Snow,25,18,75,8,25,29.5,0.0,0.0
2018-01-04,5:51 AM,Light Snow,24,19,81,5,17,29.5,0.0,0.0
2018-01-04,6:19 AM,Snow,24,19,81,0,0,29.4,0.0,0.0
2018-01-04,6:51 AM,Snow,24,20,84,10,21,29.4,0.1,0.1
2018-01-04,7:46 AM,Light Snow,25,21,86,12,28,29.4,0.1,0.0
2018-01-04,7:51 AM,Light Snow,24,20,84,9,30,29.4,0.1,0.0
2018-01-04,8:51 AM,Snow,22,19,89,14,25,29.3,0.1,0.0
2018-01-04,9:40 AM,Snow,22,20,92,12,30,29.3,0.1,0.0
2018-01-04,9:48 AM,Snow,21,19,93,13,28,29.3,0.1,0.0
2018-01-04,9:51 AM,Snow,22,20,92,14,28,29.3,0.1,0.0
2018-01-04,10:14 AM,Snow,23,20,88,12,24,29.3,0.0,0.0
2018-01-04,10:21 AM,Snow / Windy,23,20,88,21,31,29.3,0.0,0.0
2018-01-04,10:51 AM,Snow,23,21,92,17,32,29.3,0.0,0.0
2018-01-04,11:34 AM,Heavy Snow,23,21,92,16,31,29.2,0.1,0.0
2018-01-04,12:46 PM,Snow,25,21,86,9,0,29.2,0.1,0.0
2018-01-04,12:51 PM,Snow,24,21,88,0,0,29.1,0.1,0.0
2018-01-04,1:51 PM,Snow,23,20,88,12,21,29.1,0.1,0.0
2018-01-04,1:59 PM,Snow,23,20,88,8,22,29.1,0.0,0.0
2018-01-04,2:11 PM,Snow,23,20,88,5,22,29.1,0.0,0.0
2018-01-04,2:51 PM,Light Snow,23,20,88,13,24,29.1,0.1,0.0
2018-01-04,3:00 PM,Light Snow,23,20,88,12,22,29.1,0.0,0.0
2018-01-04,3:10 PM,Light Snow,24,19,81,13,29,29.1,0.0,0.0
2018-01-04,3:17 PM,Light Snow / Windy,24,18,77,21,32,29.1,0.0,0.0
2018-01-04,3:23 PM,Haze,24,17,75,18,38,29.1,0.0,0.0
2018-01-04,3:30 PM,Cloudy,24,17,75,18,38,29.1,0.0,0.0
2018-01-04,3:51 PM,Cloudy,24,17,75,18,33,29.1,0.0,0.0
2018-01-04,4:05 PM,Haze,24,17,75,17,33,29.1,0.0,0.0
2018-01-04,4:28 PM,Haze,25,17,72,17,36,29.1,0.0,0.0
2018-01-04,4:42 PM,Cloudy / Windy,25,16,69,21,36,29.2,0.0,0.0
2018-01-04,4:51 PM,Cloudy,25,16,69,16,32,29.2,0.0,0.0
2018-01-04,5:51 PM,Cloudy / Windy,26,14,60,21,39,29.2,0.0,0.0
2018-01-04,6:51 PM,Cloudy,26,13,58,9,29,29.2,0.0,0.0
2018-01-04,7:51 PM,Cloudy,24,10,55,13,29,29.3,0.0,0.0
2018-01-04,8:51 PM,Mostly Cloudy,23,8,53,15,33,29.3,0.0,0.0
2018-01-04,9:51 PM,Cloudy,22,7,53,10,33,29.3,0.0,0.0
2018-01-04,10:51 PM,Cloudy,21,6,53,15,29,29.4,0.0,0.0
2018-01-04,11:51 PM,Fair,0,0,0,10,31,0.0,0.0,0.0
2018-01-05,12:51 AM,Mostly Cloudy,17,2,52,14,29,29.4,0.0,0.0
2018-01-05,1:51 AM,Fair,15,2,56,14,25,29.4,0.0,0.0
2018-01-05,2:51 AM,Fair,14,0,54,17,32,29.4,0.0,0.0
2018-01-05,3:51 AM,Fair,13,-2,51,16,35,29.5,0.0,0.0
2018-01-05,4:51 AM,Fair,12,-3,51,0,0,29.5,0.0,0.0
2018-01-05,5:51 AM,Fair,11,-3,54,13,24,29.6,0.0,0.0
2018-01-05,6:51 AM,Fair,10,-5,51,10,30,29.6,0.0,0.7
2018-01-05,7:51 AM,Fair,9,-6,51,15,29,29.6,0.0,0.0
2018-01-05,8:51 AM,Fair,9,-6,51,9,29,29.6,0.0,0.0
2018-01-05,9:51 AM,Fair,11,-6,47,12,26,29.6,0.0,0.0
2018-01-05,10:51 AM,Fair,12,-7,42,16,30,29.7,0.0,0.0
2018-01-05,11:51 AM,Fair,13,-7,41,14,28,29.7,0.0,0.0
2018-01-05,12:51 PM,Fair,14,-7,39,17,26,29.7,0.0,0.0
2018-01-05,1:51 PM,Fair,15,-7,37,9,26,29.7,0.0,0.0
2018-01-05,2:51 PM,Fair,15,-8,36,20,33,29.7,0.0,0.0
2018-01-05,3:51 PM,Partly Cloudy,16,-8,34,12,26,29.7,0.0,0.0
2018-01-05,4:51 PM,Fair,15,-8,36,9,18,29.8,0.0,0.0
2018-01-05,5:51 PM,Fair,14,-7,39,7,17,29.8,0.0,0.0
2018-01-05,6:51 PM,Fair,14,-8,37,12,26,29.8,0.0,0.0
2018-01-05,7:51 PM,Mostly Cloudy,13,-9,37,15,29,29.8,0.0,0.0
2018-01-05,8:51 PM,Fair,12,-9,39,12,29,29.8,0.0,0.0
2018-01-05,9:51 PM,Fair,11,-9,40,16,29,29.9,0.0,0.0
2018-01-05,10:51 PM,Fair,11,-10,39,13,29,29.9,0.0,0.0
2018-01-05,11:51 PM,Fair,10,-9,42,7,22,29.9,0.0,0.0
2018-01-06,12:51 AM,Fair,10,-9,42,12,28,29.9,0.0,0.0
2018-01-06,1:51 AM,Partly Cloudy,9,-9,44,13,25,29.9,0.0,0.0
2018-01-06,2:51 AM,Partly Cloudy,9,-9,44,9,20,29.9,0.0,0.0
2018-01-06,3:51 AM,Fair,9,-10,42,12,20,29.9,0.0,0.0
2018-01-06,4:51 AM,Fair,9,-9,44,12,24,30.0,0.0,0.0
2018-01-06,5:51 AM,Fair,8,-5,55,0,0,30.0,0.0,0.0
2018-01-06,6:51 AM,Fair,8,-5,55,14,25,30.0,0.0,0.0
2018-01-06,7:51 AM,Partly Cloudy,8,-6,53,8,30,30.0,0.0,0.0
2018-01-06,9:51 AM,Fair,9,-8,46,15,26,30.1,0.0,0.0
2018-01-06,10:51 AM,Fair,10,-12,37,16,25,30.1,0.0,0.0
2018-01-06,11:51 AM,Fair,11,-13,33,14,25,30.1,0.0,0.0
2018-01-06,12:51 PM,Fair,12,-12,34,12,25,30.0,0.0,0.0
2018-01-06,1:51 PM,Fair,12,-12,34,8,28,30.1,0.0,0.0
2018-01-06,2:51 PM,Fair,12,-12,34,16,28,30.1,0.0,0.0
2018-01-06,3:51 PM,Fair,12,-10,37,6,18,30.1,0.0,0.0
2018-01-06,4:51 PM,Fair,11,-11,37,14,25,30.1,0.0,0.0
2018-01-06,5:51 PM,Fair,11,-10,39,9,23,30.1,0.0,0.0
2018-01-06,6:51 PM,Partly Cloudy,10,-11,38,9,22,30.2,0.0,0.0
2018-01-06,7:51 PM,Fair,9,-11,40,10,21,30.2,0.0,0.0
2018-01-06,8:51 PM,Fair,8,-11,42,13,21,30.2,0.0,0.0
2018-01-06,9:51 PM,Fair,8,-10,44,14,21,30.2,0.0,0.0
2018-01-06,10:51 PM,Fair,7,-9,48,8,0,30.3,0.0,0.0
2018-01-06,11:51 PM,Fair,7,-8,51,12,0,30.3,0.0,0.0
2018-01-07,12:51 AM,Fair,6,-8,53,8,18,30.3,0.0,0.0
2018-01-07,1:51 AM,Fair,6,-8,53,12,18,30.3,0.0,0.0
2018-01-07,2:51 AM,Fair,6,-8,53,10,22,30.3,0.0,0.0
2018-01-07,3:51 AM,Fair,6,-7,55,9,17,30.4,0.0,0.0
2018-01-07,4:51 AM,Fair,5,-7,58,6,0,30.4,0.0,0.0
2018-01-07,5:51 AM,Fair,5,-7,58,5,0,30.4,0.0,0.0
2018-01-07,6:51 AM,Fair,5,-7,58,5,0,30.4,0.0,0.0
2018-01-07,7:51 AM,Cloudy,5,-7,58,6,0,30.4,0.0,0.0
2018-01-07,8:51 AM,Fair,6,-7,55,6,0,30.4,0.0,0.0
2018-01-07,9:51 AM,Fair,8,-7,50,0,0,30.5,0.0,0.0
2018-01-07,10:51 AM,Fair,9,-7,48,5,0,30.4,0.0,0.0
2018-01-07,11:51 AM,Fair,12,-6,44,5,0,30.4,0.0,0.0
2018-01-07,12:51 PM,Fair,14,-6,41,7,0,30.4,0.0,0.0
2018-01-07,1:51 PM,Fair,16,-5,39,3,0,30.4,0.0,0.0
2018-01-07,2:51 PM,Fair,17,-4,39,5,0,30.3,0.0,0.0
2018-01-07,3:51 PM,Fair,17,-2,43,5,0,30.3,0.0,0.0
2018-01-07,4:51 PM,Cloudy,17,-2,43,6,0,30.3,0.0,0.0
2018-01-07,5:51 PM,Cloudy,17,-2,43,10,17,30.3,0.0,0.0
2018-01-07,6:51 PM,Cloudy,17,-3,41,6,18,30.3,0.0,0.0
2018-01-07,7:51 PM,Cloudy,18,-2,41,9,28,30.3,0.0,0.0
2018-01-07,8:51 PM,Cloudy,18,-1,44,6,0,30.3,0.0,0.0
2018-01-07,9:51 PM,Cloudy,17,1,50,7,0,30.3,0.0,0.0
2018-01-07,10:51 PM,Mostly Cloudy,17,2,52,0,0,30.2,0.0,0.0
2018-01-07,11:51 PM,Cloudy,17,3,54,8,0,30.2,0.0,0.0
2018-01-08,12:51 AM,Cloudy,18,4,54,0,0,30.2,0.0,0.0
2018-01-08,1:51 AM,Cloudy,18,3,52,8,0,30.2,0.0,0.0
2018-01-08,2:51 AM,Cloudy,19,4,52,8,0,30.2,0.0,0.0
2018-01-08,3:51 AM,Cloudy,20,5,52,7,21,30.1,0.0,0.0
2018-01-08,4:51 AM,Cloudy,19,5,54,5,20,30.1,0.0,0.0
2018-01-08,5:51 AM,Cloudy,19,7,59,5,0,30.1,0.0,0.0
2018-01-08,6:51 AM,Fair,20,7,57,8,0,30.1,0.0,0.0
2018-01-08,7:51 AM,Cloudy,21,7,55,5,0,30.1,0.0,0.0
2018-01-08,8:51 AM,Fair,22,7,53,5,0,30.1,0.0,0.0
2018-01-08,9:51 AM,Fair,23,7,50,6,0,30.1,0.0,0.0
2018-01-08,10:51 AM,Fair,24,8,51,5,0,30.1,0.0,0.0
2018-01-08,11:51 AM,Cloudy,26,9,49,3,18,30.0,0.0,0.0
2018-01-08,12:51 PM,Mostly Cloudy,27,11,51,7,0,30.0,0.0,0.0
2018-01-08,1:51 PM,Cloudy,28,11,49,5,0,29.9,0.0,0.0
2018-01-08,2:51 PM,Cloudy,30,12,47,12,16,29.9,0.0,0.0
2018-01-08,3:51 PM,Cloudy,30,16,56,5,0,29.9,0.0,0.0
2018-01-08,4:29 PM,Light Snow,30,18,61,10,17,29.9,0.0,0.0
2018-01-08,4:37 PM,Light Snow,29,19,67,3,17,29.9,0.0,0.0
2018-01-08,4:51 PM,Wintry Mix,29,20,69,5,0,29.9,0.0,0.0
2018-01-08,5:51 PM,Cloudy,29,20,69,5,0,29.9,0.0,0.0
2018-01-08,6:51 PM,Cloudy,30,21,69,5,0,29.9,0.0,0.0
2018-01-08,7:51 PM,Cloudy,30,21,69,8,18,29.9,0.0,0.0
2018-01-08,8:51 PM,Cloudy,30,22,72,12,17,29.9,0.0,0.0
2018-01-08,9:51 PM,Cloudy,31,22,69,5,0,29.9,0.0,0.0
2018-01-08,10:51 PM,Cloudy,31,22,69,0,0,29.9,0.0,0.0
2018-01-08,11:51 PM,Cloudy,31,22,69,7,0,29.9,0.0,0.0
2018-01-09,12:51 AM,Cloudy,31,22,69,6,0,29.9,0.0,0.0
2018-01-09,1:51 AM,Partly Cloudy,31,22,69,10,16,29.9,0.0,0.0
2018-01-09,2:51 AM,Partly Cloudy,31,23,72,9,0,29.9,0.0,0.0
2018-01-09,3:51 AM,Fair,33,24,70,6,0,29.9,0.0,0.0
2018-01-09,4:51 AM,Fair,33,24,70,7,0,29.9,0.0,0.0
2018-01-09,5:51 AM,Fair,33,25,72,7,0,29.9,0.0,0.0
2018-01-09,6:51 AM,Fair,33,25,72,6,0,29.9,0.0,0.0
2018-01-09,7:51 AM,Fair,33,25,72,5,0,30.0,0.0,0.0
2018-01-09,8:51 AM,Fair,34,25,70,5,0,30.0,0.0,0.0
2018-01-09,9:51 AM,Fair,37,25,62,9,20,30.0,0.0,0.0
2018-01-09,10:51 AM,Fair,40,24,53,10,21,30.0,0.0,0.0
2018-01-09,11:51 AM,Fair,42,22,45,10,18,30.0,0.0,0.0
2018-01-09,12:51 PM,Fair,43,20,40,0,0,30.0,0.0,0.0
2018-01-09,1:51 PM,Fair,43,20,40,7,0,30.0,0.0,0.0
2018-01-09,2:51 PM,Fair,43,20,40,7,0,30.0,0.0,0.0
2018-01-09,3:51 PM,Fair,42,20,41,6,0,30.1,0.0,0.0
2018-01-09,4:51 PM,Fair,41,20,43,9,18,30.1,0.0,0.0
2018-01-09,5:51 PM,Fair,40,20,45,5,0,30.1,0.0,0.0
2018-01-09,6:51 PM,Fair,39,21,49,0,0,30.1,0.0,0.0
2018-01-09,7:51 PM,Fair,37,22,54,6,0,30.2,0.0,0.0
2018-01-09,8:51 PM,Fair,37,20,50,0,0,30.2,0.0,0.0
2018-01-09,9:51 PM,Fair,36,19,50,5,0,30.2,0.0,0.0
2018-01-09,10:51 PM,Fair,35,18,50,7,0,30.2,0.0,0.0
2018-01-09,11:51 PM,Fair,34,18,52,6,0,30.2,0.0,0.0
2018-01-10,12:51 AM,Fair,34,18,52,3,0,30.2,0.0,0.0
2018-01-10,1:51 AM,Fair,33,19,56,3,0,30.3,0.0,0.0
2018-01-10,2:51 AM,Fair,32,18,56,3,0,30.3,0.0,0.0
2018-01-10,3:51 AM,Fair,31,19,61,3,0,30.3,0.0,0.0
2018-01-10,4:51 AM,Fair,31,19,61,3,0,30.3,0.0,0.0
2018-01-10,5:51 AM,Fair,31,18,59,5,0,30.3,0.0,0.0
2018-01-10,6:51 AM,Fair,30,18,61,3,0,30.3,0.0,0.0
2018-01-10,7:51 AM,Fair,31,19,61,7,0,30.3,0.0,0.0
2018-01-10,8:51 AM,Fair,33,18,54,3,0,30.4,0.0,0.0
2018-01-10,9:51 AM,Fair,34,19,54,3,0,30.4,0.0,0.0
2018-01-10,10:51 AM,Fair,36,19,50,3,0,30.4,0.0,0.0
2018-01-10,11:51 AM,Fair,38,20,48,0,0,30.3,0.0,0.0
2018-01-10,12:51 PM,Fair,39,22,50,8,0,30.3,0.0,0.0
2018-01-10,1:51 PM,Fair,39,24,55,6,0,30.3,0.0,0.0
2018-01-10,2:51 PM,Fair,40,25,55,6,0,30.3,0.0,0.0
2018-01-10,3:51 PM,Mostly Cloudy,39,26,60,0,0,30.3,0.0,0.0
2018-01-10,4:51 PM,Cloudy,37,27,67,3,0,30.3,0.0,0.0
2018-01-10,5:51 PM,Fair,38,28,68,6,0,30.3,0.0,0.0
2018-01-10,6:51 PM,Cloudy,38,30,73,3,0,30.3,0.0,0.0
2018-01-10,7:51 PM,Cloudy,40,30,68,5,0,30.3,0.0,0.0
2018-01-10,8:51 PM,Cloudy,40,31,70,3,0,30.3,0.0,0.0
2018-01-10,9:51 PM,Cloudy,41,32,70,5,0,30.3,0.0,0.0
2018-01-10,10:51 PM,Fair,41,33,73,3,0,30.3,0.0,0.0
2018-01-10,11:51 PM,Partly Cloudy,42,34,73,6,0,30.2,0.0,0.0
2018-01-11,12:51 AM,Mostly Cloudy,43,36,76,3,0,30.2,0.0,0.0
2018-01-11,1:08 AM,Cloudy,44,37,76,5,0,30.2,0.0,0.0
2018-01-11,1:51 AM,Cloudy,42,35,76,0,0,30.2,0.0,0.0
2018-01-11,2:33 AM,Cloudy,43,36,76,0,0,30.2,0.0,0.0
2018-01-11,2:44 AM,Cloudy,43,36,76,0,0,30.2,0.0,0.0
2018-01-11,2:51 AM,Cloudy,43,36,76,3,0,30.2,0.0,0.0
2018-01-11,3:51 AM,Cloudy,42,35,76,5,0,30.2,0.0,0.0
2018-01-11,4:51 AM,Cloudy,42,35,76,3,0,30.2,0.0,0.0
2018-01-11,5:51 AM,Cloudy,42,35,76,0,0,30.2,0.0,0.0
2018-01-11,6:09 AM,Cloudy,42,35,76,0,0,30.2,0.0,0.0
2018-01-11,6:51 AM,Cloudy,42,35,76,0,0,30.2,0.0,0.0
2018-01-11,7:51 AM,Cloudy,42,36,79,3,0,30.2,0.0,0.0
2018-01-11,8:51 AM,Cloudy,44,35,71,3,0,30.3,0.0,0.0
2018-01-11,9:51 AM,Cloudy,45,37,74,0,0,30.3,0.0,0.0
2018-01-11,10:51 AM,Cloudy,45,36,71,3,0,30.3,0.0,0.0
2018-01-11,11:51 AM,Haze,47,37,68,3,0,30.2,0.0,0.0
2018-01-11,12:51 PM,Haze,50,39,66,0,0,30.2,0.0,0.0
2018-01-11,1:51 PM,Cloudy,51,43,74,3,0,30.2,0.0,0.0
2018-01-11,2:51 PM,Cloudy,51,42,71,3,0,30.2,0.0,0.0
2018-01-11,3:51 PM,Mostly Cloudy,53,44,71,0,0,30.2,0.0,0.0
2018-01-11,4:51 PM,Cloudy,49,41,74,3,0,30.2,0.0,0.0
2018-01-11,5:51 PM,Fair,49,42,77,7,0,30.2,0.0,0.0
2018-01-11,6:51 PM,Fair,46,41,83,3,0,30.1,0.0,0.0
2018-01-11,7:51 PM,Fair,49,46,90,9,18,30.1,0.0,0.0
2018-01-11,8:51 PM,Fair,49,47,93,9,18,30.1,0.0,0.0
2018-01-11,9:51 PM,Fair,50,47,89,6,0,30.1,0.0,0.0
2018-01-11,10:51 PM,Cloudy,51,48,89,3,0,30.1,0.0,0.0
2018-01-11,11:20 PM,Cloudy,52,49,89,5,0,30.1,0.0,0.0
2018-01-11,11:51 PM,Cloudy,51,47,86,3,0,30.0,0.0,0.0
2018-01-11,11:58 PM,Cloudy,51,47,86,0,0,30.0,0.0,0.0
2018-01-12,12:22 AM,Cloudy,49,46,90,3,0,30.0,0.0,0.0
2018-01-12,12:39 AM,Cloudy,48,45,89,3,0,30.0,0.0,0.0
2018-01-12,12:51 AM,Cloudy,49,46,90,3,0,30.0,0.0,0.0
2018-01-12,1:51 AM,Cloudy,48,46,93,6,0,30.0,0.0,0.0
2018-01-12,2:10 AM,Fog,47,46,97,5,0,30.0,0.0,0.0
2018-01-12,2:29 AM,Fog,46,45,96,6,0,30.0,0.0,0.0
2018-01-12,2:36 AM,Fog,45,44,97,5,0,30.0,0.0,0.0
2018-01-12,2:51 AM,Fog,44,43,96,5,0,30.0,0.0,0.0
2018-01-12,3:02 AM,Fog,45,43,93,5,0,30.0,0.0,0.0
2018-01-12,3:23 AM,Fog,47,45,93,5,0,29.9,0.0,0.0
2018-01-12,3:41 AM,Cloudy,46,45,96,5,0,29.9,0.0,0.0
2018-01-12,3:51 AM,Cloudy,47,45,93,6,0,29.9,0.0,0.0
2018-01-12,4:51 AM,Cloudy,52,50,93,5,0,29.9,0.0,0.0
2018-01-12,5:32 AM,Cloudy,57,56,96,6,17,29.9,0.0,0.0
2018-01-12,5:51 AM,Cloudy,58,57,97,7,18,29.9,0.0,0.0
2018-01-12,6:51 AM,Cloudy,56,55,97,8,22,29.9,0.0,0.0
2018-01-12,7:05 AM,Cloudy,55,54,96,7,20,29.8,0.0,0.0
2018-01-12,7:51 AM,Light Rain,55,53,93,0,0,29.8,0.0,0.0
2018-01-12,8:51 AM,Cloudy,57,56,96,7,0,29.8,0.0,0.0
2018-01-12,9:24 AM,Light Rain,58,57,97,8,18,29.8,0.0,0.0
2018-01-12,9:32 AM,Light Rain,58,57,97,8,22,29.8,0.0,0.0
2018-01-12,9:51 AM,Cloudy,58,57,97,8,0,29.8,0.0,0.0
2018-01-12,10:32 AM,Cloudy,59,58,96,8,0,29.8,0.0,0.0
2018-01-12,10:51 AM,Cloudy,60,58,93,8,20,29.8,0.0,0.0
2018-01-12,11:28 AM,Cloudy,60,59,96,9,0,29.7,0.0,0.0
2018-01-12,11:51 AM,Cloudy,61,59,93,8,20,29.7,0.0,0.0
2018-01-12,12:09 PM,Light Rain,61,59,93,6,0,29.7,0.0,0.0
2018-01-12,12:16 PM,Cloudy,61,60,97,8,0,29.7,0.0,0.0
2018-01-12,12:51 PM,Light Rain,61,60,97,9,0,29.7,0.0,0.0
2018-01-12,1:51 PM,Cloudy,61,60,97,6,0,29.6,0.0,0.0
2018-01-12,2:17 PM,Light Rain,61,60,97,8,0,29.6,0.0,0.0
2018-01-12,2:24 PM,Light Rain,61,59,93,9,0,29.6,0.0,0.0
2018-01-12,2:43 PM,Rain,60,59,96,8,0,29.6,0.1,0.0
2018-01-12,2:51 PM,Rain,59,58,96,6,0,29.6,0.1,0.0
2018-01-12,3:19 PM,Light Rain,58,57,97,9,0,29.6,0.1,0.0
2018-01-12,3:26 PM,Cloudy,58,57,97,10,21,29.6,0.1,0.0
2018-01-12,3:51 PM,Cloudy,58,57,97,9,18,29.6,0.1,0.0
2018-01-12,4:51 PM,Cloudy,60,59,96,7,0,29.6,0.0,0.0
2018-01-12,5:51 PM,Cloudy,58,57,97,6,0,29.6,0.0,0.0
2018-01-12,6:24 PM,Fog,58,57,97,6,0,29.6,0.0,0.0
2018-01-12,6:32 PM,Fog,58,57,97,6,0,29.6,0.0,0.0
2018-01-12,6:46 PM,Fog,57,57,100,5,0,29.6,0.0,0.0
2018-01-12,6:51 PM,Fog,58,57,97,3,0,29.6,0.0,0.0
2018-01-12,7:20 PM,Light Rain,57,57,100,5,0,29.6,0.0,0.0
2018-01-12,7:27 PM,Cloudy,57,56,96,5,0,29.6,0.0,0.0
2018-01-12,7:34 PM,Cloudy,57,56,96,6,0,29.6,0.0,0.0
